Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 1:, hard_loss_metric=0.31420356, full_loss_metric=0.18958303, full_loss_num=225446.60937500, mean_dist=0.11891945, lr=0.000100, hard or full='full'
iter 35000:, hard_loss_metric=0.26797068, full_loss_metric=0.18625653, full_loss_num=30361.51171875, mean_dist=4.59145021, lr=0.000100, hard or full='full'
iter 35200:, hard_loss_metric=0.25909802, full_loss_metric=0.17670467, full_loss_num=29927.50000000, mean_dist=4.62297964, lr=0.000100, hard or full='full'
iter 35400:, hard_loss_metric=0.27151692, full_loss_metric=0.18709080, full_loss_num=30871.06054688, mean_dist=4.65938807, lr=0.000100, hard or full='full'
iter 35600:, hard_loss_metric=0.26790828, full_loss_metric=0.18583427, full_loss_num=30254.47070312, mean_dist=4.73200750, lr=0.000100, hard or full='full'
iter 35800:, hard_loss_metric=0.26603782, full_loss_metric=0.18154445, full_loss_num=30641.31054688, mean_dist=4.63075876, lr=0.000100, hard or full='full'
0:17:03.456125
iter 36000:, hard_loss_metric=0.26749629, full_loss_metric=0.18667179, full_loss_num=30377.96484375, mean_dist=4.73254013, lr=0.000100, hard or full='full'
iter 36200:, hard_loss_metric=0.26469520, full_loss_metric=0.18344666, full_loss_num=30044.81250000, mean_dist=4.69175243, lr=0.000100, hard or full='full'
iter 36400:, hard_loss_metric=0.26318076, full_loss_metric=0.18379335, full_loss_num=30173.22265625, mean_dist=4.71686172, lr=0.000100, hard or full='full'
iter 36600:, hard_loss_metric=0.26383054, full_loss_metric=0.18323410, full_loss_num=29681.32421875, mean_dist=4.69433403, lr=0.000100, hard or full='full'
iter 36800:, hard_loss_metric=0.26177284, full_loss_metric=0.17151859, full_loss_num=29820.16796875, mean_dist=4.73084259, lr=0.000100, hard or full='full'
iter 37000:, hard_loss_metric=0.26870412, full_loss_metric=0.18803367, full_loss_num=29437.27929688, mean_dist=4.74045897, lr=0.000100, hard or full='full'
iter 37200:, hard_loss_metric=0.26396191, full_loss_metric=0.17982937, full_loss_num=30314.77539062, mean_dist=4.70901966, lr=0.000100, hard or full='full'
iter 37400:, hard_loss_metric=0.26226532, full_loss_metric=0.17773268, full_loss_num=29624.84570312, mean_dist=4.70278406, lr=0.000100, hard or full='full'
iter 37600:, hard_loss_metric=0.26248854, full_loss_metric=0.17875625, full_loss_num=29347.36328125, mean_dist=4.85214758, lr=0.000100, hard or full='full'
iter 37800:, hard_loss_metric=0.26319695, full_loss_metric=0.18500070, full_loss_num=29789.23437500, mean_dist=4.84368420, lr=0.000100, hard or full='full'
0:17:02.907160
iter 38000:, hard_loss_metric=0.26302260, full_loss_metric=0.18170641, full_loss_num=29818.75976562, mean_dist=4.74857950, lr=0.000100, hard or full='full'
iter 38200:, hard_loss_metric=0.26203883, full_loss_metric=0.17695490, full_loss_num=29703.10546875, mean_dist=4.84216261, lr=0.000100, hard or full='full'
iter 38400:, hard_loss_metric=0.26754013, full_loss_metric=0.17999172, full_loss_num=30125.11718750, mean_dist=4.91235399, lr=0.000100, hard or full='full'
iter 38600:, hard_loss_metric=0.26464093, full_loss_metric=0.18193513, full_loss_num=29951.98437500, mean_dist=4.90358448, lr=0.000100, hard or full='full'
iter 38800:, hard_loss_metric=0.26785356, full_loss_metric=0.18311854, full_loss_num=29740.57031250, mean_dist=4.98793507, lr=0.000100, hard or full='full'
iter 39000:, hard_loss_metric=0.26519161, full_loss_metric=0.18465798, full_loss_num=30451.73437500, mean_dist=4.85763645, lr=0.000100, hard or full='full'
iter 39200:, hard_loss_metric=0.26717946, full_loss_metric=0.17925140, full_loss_num=29853.63085938, mean_dist=4.96533537, lr=0.000100, hard or full='full'
iter 39400:, hard_loss_metric=0.26343918, full_loss_metric=0.18081249, full_loss_num=30114.49218750, mean_dist=4.86269474, lr=0.000100, hard or full='full'
iter 39600:, hard_loss_metric=0.26647672, full_loss_metric=0.18695748, full_loss_num=29349.57812500, mean_dist=4.91737223, lr=0.000100, hard or full='full'
iter 39800:, hard_loss_metric=0.26357013, full_loss_metric=0.17819628, full_loss_num=30574.90820312, mean_dist=4.90588331, lr=0.000100, hard or full='full'
0:17:02.806015
iter 40000:, hard_loss_metric=0.26528934, full_loss_metric=0.18631205, full_loss_num=29670.93554688, mean_dist=4.97608376, lr=0.000100, hard or full='full'
iter 40200:, hard_loss_metric=0.26727545, full_loss_metric=0.18266584, full_loss_num=29465.06445312, mean_dist=5.03703785, lr=0.000100, hard or full='full'
iter 40400:, hard_loss_metric=0.26703605, full_loss_metric=0.17685790, full_loss_num=29572.87500000, mean_dist=4.99371433, lr=0.000100, hard or full='full'
iter 40600:, hard_loss_metric=0.26250565, full_loss_metric=0.17907333, full_loss_num=30349.39062500, mean_dist=4.97708893, lr=0.000100, hard or full='full'
iter 40800:, hard_loss_metric=0.26387060, full_loss_metric=0.18208374, full_loss_num=29701.24023438, mean_dist=5.03632593, lr=0.000100, hard or full='full'
iter 41000:, hard_loss_metric=0.26541424, full_loss_metric=0.18058383, full_loss_num=29384.49414062, mean_dist=5.06212187, lr=0.000100, hard or full='full'
iter 41200:, hard_loss_metric=0.26558962, full_loss_metric=0.17839587, full_loss_num=29453.51562500, mean_dist=5.03932095, lr=0.000100, hard or full='full'
iter 41400:, hard_loss_metric=0.26456851, full_loss_metric=0.17797531, full_loss_num=29823.46093750, mean_dist=5.02094555, lr=0.000100, hard or full='full'
iter 41600:, hard_loss_metric=0.26868400, full_loss_metric=0.18927422, full_loss_num=30237.74414062, mean_dist=5.06858253, lr=0.000100, hard or full='full'
iter 41800:, hard_loss_metric=0.26376039, full_loss_metric=0.17955971, full_loss_num=29396.49023438, mean_dist=5.07350969, lr=0.000100, hard or full='full'
0:17:04.137747
iter 42000:, hard_loss_metric=0.26291135, full_loss_metric=0.17489609, full_loss_num=29524.28320312, mean_dist=5.02401686, lr=0.000100, hard or full='full'
iter 42200:, hard_loss_metric=0.26461056, full_loss_metric=0.17223881, full_loss_num=30052.75000000, mean_dist=5.06353188, lr=0.000100, hard or full='full'
iter 42400:, hard_loss_metric=0.26355538, full_loss_metric=0.17333119, full_loss_num=29882.81445312, mean_dist=5.10215473, lr=0.000100, hard or full='full'
iter 42600:, hard_loss_metric=0.26358226, full_loss_metric=0.17361000, full_loss_num=30010.95507812, mean_dist=5.06285810, lr=0.000100, hard or full='full'
iter 42800:, hard_loss_metric=0.26950058, full_loss_metric=0.18060249, full_loss_num=29530.38671875, mean_dist=5.10415602, lr=0.000100, hard or full='full'
iter 43000:, hard_loss_metric=0.27042699, full_loss_metric=0.18368717, full_loss_num=29253.78515625, mean_dist=5.28164530, lr=0.000100, hard or full='full'
iter 43200:, hard_loss_metric=0.26933825, full_loss_metric=0.18213852, full_loss_num=29335.02343750, mean_dist=5.22626114, lr=0.000100, hard or full='full'
iter 43400:, hard_loss_metric=0.26580921, full_loss_metric=0.18156295, full_loss_num=28977.69335938, mean_dist=5.23053694, lr=0.000100, hard or full='full'
iter 43600:, hard_loss_metric=0.26853418, full_loss_metric=0.17723545, full_loss_num=28792.64453125, mean_dist=5.28963375, lr=0.000100, hard or full='full'
iter 43800:, hard_loss_metric=0.26728570, full_loss_metric=0.17762239, full_loss_num=30047.65234375, mean_dist=5.19805908, lr=0.000100, hard or full='full'
0:17:01.711745
iter 44000:, hard_loss_metric=0.26722747, full_loss_metric=0.18216577, full_loss_num=29817.53906250, mean_dist=5.25858498, lr=0.000100, hard or full='full'
iter 44200:, hard_loss_metric=0.26827118, full_loss_metric=0.17951944, full_loss_num=30326.01171875, mean_dist=5.16032457, lr=0.000100, hard or full='full'
iter 44400:, hard_loss_metric=0.26293796, full_loss_metric=0.17520598, full_loss_num=29703.47656250, mean_dist=5.17930889, lr=0.000100, hard or full='full'
iter 44600:, hard_loss_metric=0.26774091, full_loss_metric=0.17109837, full_loss_num=30064.91992188, mean_dist=5.17532587, lr=0.000100, hard or full='full'
iter 44800:, hard_loss_metric=0.26570937, full_loss_metric=0.17968708, full_loss_num=29433.53515625, mean_dist=5.28865433, lr=0.000100, hard or full='full'
iter 45000:, hard_loss_metric=0.26240203, full_loss_metric=0.17341702, full_loss_num=29508.42968750, mean_dist=5.26132822, lr=0.000100, hard or full='full'
iter 45200:, hard_loss_metric=0.26270112, full_loss_metric=0.17555039, full_loss_num=29585.13476562, mean_dist=5.24872732, lr=0.000100, hard or full='full'
iter 45400:, hard_loss_metric=0.26147446, full_loss_metric=0.17727703, full_loss_num=29650.18554688, mean_dist=5.19208670, lr=0.000100, hard or full='full'
iter 45600:, hard_loss_metric=0.26571763, full_loss_metric=0.17637913, full_loss_num=29696.78320312, mean_dist=5.24249125, lr=0.000100, hard or full='full'
iter 45800:, hard_loss_metric=0.26314092, full_loss_metric=0.17758492, full_loss_num=29371.92968750, mean_dist=5.11357737, lr=0.000100, hard or full='full'
0:17:02.196007
iter 46000:, hard_loss_metric=0.26268664, full_loss_metric=0.17023201, full_loss_num=29718.01953125, mean_dist=5.20846319, lr=0.000100, hard or full='full'
iter 46200:, hard_loss_metric=0.26310086, full_loss_metric=0.17388043, full_loss_num=29977.59570312, mean_dist=5.21192741, lr=0.000100, hard or full='full'
iter 46400:, hard_loss_metric=0.26478168, full_loss_metric=0.18032573, full_loss_num=29936.64453125, mean_dist=5.20182991, lr=0.000100, hard or full='full'
iter 46600:, hard_loss_metric=0.26487911, full_loss_metric=0.17589085, full_loss_num=29026.47265625, mean_dist=5.37809563, lr=0.000100, hard or full='full'
iter 46800:, hard_loss_metric=0.26777920, full_loss_metric=0.17558032, full_loss_num=29859.66992188, mean_dist=5.32437563, lr=0.000100, hard or full='full'
iter 47000:, hard_loss_metric=0.26577339, full_loss_metric=0.17885053, full_loss_num=29333.62500000, mean_dist=5.36559010, lr=0.000100, hard or full='full'
iter 47200:, hard_loss_metric=0.26739380, full_loss_metric=0.17353085, full_loss_num=30875.71289062, mean_dist=5.21052933, lr=0.000100, hard or full='full'
iter 47400:, hard_loss_metric=0.26538169, full_loss_metric=0.17822574, full_loss_num=29444.03320312, mean_dist=5.42892599, lr=0.000100, hard or full='full'
iter 47600:, hard_loss_metric=0.26780525, full_loss_metric=0.17300133, full_loss_num=29310.48046875, mean_dist=5.42177725, lr=0.000100, hard or full='full'
iter 47800:, hard_loss_metric=0.26833645, full_loss_metric=0.17606781, full_loss_num=29365.67187500, mean_dist=5.44328976, lr=0.000100, hard or full='full'
0:17:04.812341
iter 48000:, hard_loss_metric=0.26948583, full_loss_metric=0.17712875, full_loss_num=29258.54492188, mean_dist=5.43057871, lr=0.000100, hard or full='full'
iter 48200:, hard_loss_metric=0.26718360, full_loss_metric=0.17318867, full_loss_num=29024.09960938, mean_dist=5.49786615, lr=0.000100, hard or full='full'
iter 48400:, hard_loss_metric=0.26716965, full_loss_metric=0.17538650, full_loss_num=28958.85546875, mean_dist=5.43731403, lr=0.000100, hard or full='full'
iter 48600:, hard_loss_metric=0.26856458, full_loss_metric=0.18354772, full_loss_num=29616.36718750, mean_dist=5.39123058, lr=0.000100, hard or full='full'
iter 48800:, hard_loss_metric=0.26733387, full_loss_metric=0.17761689, full_loss_num=28962.00976562, mean_dist=5.47322512, lr=0.000100, hard or full='full'
iter 49000:, hard_loss_metric=0.26669049, full_loss_metric=0.17210414, full_loss_num=28960.56250000, mean_dist=5.53112411, lr=0.000100, hard or full='full'
iter 49200:, hard_loss_metric=0.27024087, full_loss_metric=0.18091936, full_loss_num=29031.70507812, mean_dist=5.52796364, lr=0.000100, hard or full='full'
iter 49400:, hard_loss_metric=0.26842898, full_loss_metric=0.16609408, full_loss_num=29362.33007812, mean_dist=5.47063303, lr=0.000100, hard or full='full'
iter 49600:, hard_loss_metric=0.27107343, full_loss_metric=0.17211655, full_loss_num=29326.20703125, mean_dist=5.57228136, lr=0.000100, hard or full='full'
iter 49800:, hard_loss_metric=0.26835382, full_loss_metric=0.17710647, full_loss_num=28858.97265625, mean_dist=5.58767271, lr=0.000100, hard or full='full'
0:17:00.771120
iter 50000:, hard_loss_metric=0.26716253, full_loss_metric=0.17285915, full_loss_num=29432.73437500, mean_dist=5.46773338, lr=0.000100, hard or full='full'
iter 50200:, hard_loss_metric=0.26683137, full_loss_metric=0.17065947, full_loss_num=28785.65039062, mean_dist=5.56455708, lr=0.000100, hard or full='full'
iter 50400:, hard_loss_metric=0.27091634, full_loss_metric=0.17960209, full_loss_num=30315.59765625, mean_dist=5.50233698, lr=0.000100, hard or full='full'
iter 50600:, hard_loss_metric=0.26778322, full_loss_metric=0.18021782, full_loss_num=29577.41406250, mean_dist=5.64744139, lr=0.000100, hard or full='full'
iter 50800:, hard_loss_metric=0.26329613, full_loss_metric=0.16757973, full_loss_num=28667.22265625, mean_dist=5.58495903, lr=0.000100, hard or full='full'
iter 51000:, hard_loss_metric=0.26817209, full_loss_metric=0.17066178, full_loss_num=29097.12500000, mean_dist=5.48839951, lr=0.000100, hard or full='full'
iter 51200:, hard_loss_metric=0.26943839, full_loss_metric=0.17355041, full_loss_num=28702.43945312, mean_dist=5.59817123, lr=0.000100, hard or full='full'
iter 51400:, hard_loss_metric=0.26396108, full_loss_metric=0.16692585, full_loss_num=28942.48242188, mean_dist=5.59243155, lr=0.000100, hard or full='full'
iter 51600:, hard_loss_metric=0.26615235, full_loss_metric=0.16827683, full_loss_num=29594.01562500, mean_dist=5.57237816, lr=0.000100, hard or full='full'
iter 51800:, hard_loss_metric=0.26678944, full_loss_metric=0.17052025, full_loss_num=29583.05273438, mean_dist=5.46333361, lr=0.000100, hard or full='full'
0:17:00.610058
iter 52000:, hard_loss_metric=0.26732358, full_loss_metric=0.17477545, full_loss_num=29104.32421875, mean_dist=5.57711649, lr=0.000100, hard or full='full'
iter 52200:, hard_loss_metric=0.26318887, full_loss_metric=0.16326609, full_loss_num=28969.22460938, mean_dist=5.61862373, lr=0.000100, hard or full='full'
iter 52400:, hard_loss_metric=0.27034426, full_loss_metric=0.17466575, full_loss_num=28863.48242188, mean_dist=5.75031996, lr=0.000100, hard or full='full'
iter 52600:, hard_loss_metric=0.27172339, full_loss_metric=0.17603615, full_loss_num=30133.37500000, mean_dist=5.49942303, lr=0.000100, hard or full='full'
iter 52800:, hard_loss_metric=0.26574957, full_loss_metric=0.16784817, full_loss_num=29320.10937500, mean_dist=5.58487320, lr=0.000100, hard or full='full'
iter 53000:, hard_loss_metric=0.27137071, full_loss_metric=0.17420647, full_loss_num=29332.00585938, mean_dist=5.71113205, lr=0.000100, hard or full='full'
iter 53200:, hard_loss_metric=0.26377058, full_loss_metric=0.17213465, full_loss_num=29015.73046875, mean_dist=5.70128918, lr=0.000100, hard or full='full'
iter 53400:, hard_loss_metric=0.26855388, full_loss_metric=0.16951723, full_loss_num=29282.14453125, mean_dist=5.62703991, lr=0.000100, hard or full='full'
iter 53600:, hard_loss_metric=0.26736668, full_loss_metric=0.16937172, full_loss_num=29920.96093750, mean_dist=5.63297367, lr=0.000100, hard or full='full'
iter 53800:, hard_loss_metric=0.26956126, full_loss_metric=0.17065251, full_loss_num=30050.27343750, mean_dist=5.56293392, lr=0.000100, hard or full='full'
0:17:04.360795
iter 54000:, hard_loss_metric=0.27279082, full_loss_metric=0.17448854, full_loss_num=29926.58984375, mean_dist=5.68937874, lr=0.000100, hard or full='full'
iter 54200:, hard_loss_metric=0.26964393, full_loss_metric=0.17418468, full_loss_num=29531.81054688, mean_dist=5.67448616, lr=0.000100, hard or full='full'
iter 54400:, hard_loss_metric=0.26707098, full_loss_metric=0.16568565, full_loss_num=29263.81835938, mean_dist=5.66394186, lr=0.000100, hard or full='full'
iter 54600:, hard_loss_metric=0.26552653, full_loss_metric=0.16956590, full_loss_num=29639.59570312, mean_dist=5.67599678, lr=0.000100, hard or full='full'
iter 54800:, hard_loss_metric=0.26680034, full_loss_metric=0.16175258, full_loss_num=28922.56054688, mean_dist=5.73380375, lr=0.000100, hard or full='full'
iter 55000:, hard_loss_metric=0.26942414, full_loss_metric=0.17729107, full_loss_num=29400.00781250, mean_dist=5.69572401, lr=0.000100, hard or full='full'
iter 55200:, hard_loss_metric=0.26957369, full_loss_metric=0.17636365, full_loss_num=29350.67578125, mean_dist=5.76546144, lr=0.000100, hard or full='full'
iter 55400:, hard_loss_metric=0.26709595, full_loss_metric=0.16086821, full_loss_num=29401.00195312, mean_dist=5.62133408, lr=0.000100, hard or full='full'
iter 55600:, hard_loss_metric=0.27110967, full_loss_metric=0.17417049, full_loss_num=29957.15039062, mean_dist=5.70950365, lr=0.000100, hard or full='full'
iter 55800:, hard_loss_metric=0.26873061, full_loss_metric=0.16676717, full_loss_num=29435.55468750, mean_dist=5.71275520, lr=0.000100, hard or full='full'
0:17:00.102615
iter 56000:, hard_loss_metric=0.27178723, full_loss_metric=0.16563007, full_loss_num=30060.33593750, mean_dist=5.71383190, lr=0.000100, hard or full='full'
iter 56200:, hard_loss_metric=0.26294127, full_loss_metric=0.16261210, full_loss_num=29780.40429688, mean_dist=5.62818050, lr=0.000100, hard or full='full'
iter 56400:, hard_loss_metric=0.26300251, full_loss_metric=0.16836922, full_loss_num=29768.25976562, mean_dist=5.71318340, lr=0.000100, hard or full='full'
iter 56600:, hard_loss_metric=0.26917461, full_loss_metric=0.15869391, full_loss_num=29335.32031250, mean_dist=5.77855968, lr=0.000100, hard or full='full'
iter 56800:, hard_loss_metric=0.26789936, full_loss_metric=0.16155759, full_loss_num=28804.49414062, mean_dist=5.87360096, lr=0.000100, hard or full='full'
iter 57000:, hard_loss_metric=0.27061409, full_loss_metric=0.17919567, full_loss_num=29458.56054688, mean_dist=5.84869862, lr=0.000100, hard or full='full'
iter 57200:, hard_loss_metric=0.27109098, full_loss_metric=0.17301567, full_loss_num=29235.77929688, mean_dist=5.77400064, lr=0.000100, hard or full='full'
iter 57400:, hard_loss_metric=0.26746464, full_loss_metric=0.16570655, full_loss_num=28645.15039062, mean_dist=5.90012884, lr=0.000100, hard or full='full'
iter 57600:, hard_loss_metric=0.27045524, full_loss_metric=0.16487351, full_loss_num=28943.72460938, mean_dist=5.84297609, lr=0.000100, hard or full='full'
iter 57800:, hard_loss_metric=0.26905522, full_loss_metric=0.16612054, full_loss_num=29359.16015625, mean_dist=5.72263288, lr=0.000100, hard or full='full'
0:17:01.578738
iter 58000:, hard_loss_metric=0.26824301, full_loss_metric=0.16318367, full_loss_num=29495.27343750, mean_dist=5.79011393, lr=0.000100, hard or full='full'
iter 58200:, hard_loss_metric=0.27059081, full_loss_metric=0.16561686, full_loss_num=28856.33984375, mean_dist=5.91030884, lr=0.000100, hard or full='full'
iter 58400:, hard_loss_metric=0.26770622, full_loss_metric=0.16093969, full_loss_num=28838.35937500, mean_dist=5.77806664, lr=0.000100, hard or full='full'
iter 58600:, hard_loss_metric=0.26924935, full_loss_metric=0.16485396, full_loss_num=28555.34570312, mean_dist=5.91053391, lr=0.000100, hard or full='full'
iter 58800:, hard_loss_metric=0.26697388, full_loss_metric=0.16667442, full_loss_num=29062.52929688, mean_dist=5.83061457, lr=0.000100, hard or full='full'
iter 59000:, hard_loss_metric=0.26998657, full_loss_metric=0.16352504, full_loss_num=28227.14453125, mean_dist=5.91270876, lr=0.000100, hard or full='full'
iter 59200:, hard_loss_metric=0.26517498, full_loss_metric=0.16528347, full_loss_num=28908.33789062, mean_dist=5.86966372, lr=0.000100, hard or full='full'
iter 59400:, hard_loss_metric=0.27156347, full_loss_metric=0.16519906, full_loss_num=28461.49804688, mean_dist=5.98131752, lr=0.000100, hard or full='full'
iter 59600:, hard_loss_metric=0.26896393, full_loss_metric=0.15284444, full_loss_num=28386.60937500, mean_dist=5.90288687, lr=0.000100, hard or full='full'
iter 59800:, hard_loss_metric=0.27092463, full_loss_metric=0.17041248, full_loss_num=29051.26171875, mean_dist=5.97120953, lr=0.000100, hard or full='full'
0:17:03.162910
iter 60000:, hard_loss_metric=0.26917893, full_loss_metric=0.15726791, full_loss_num=29010.13476562, mean_dist=6.01103401, lr=0.000100, hard or full='full'
iter 60200:, hard_loss_metric=0.27084124, full_loss_metric=0.16900097, full_loss_num=29137.68554688, mean_dist=5.99696398, lr=0.000100, hard or full='full'
iter 60400:, hard_loss_metric=0.26757619, full_loss_metric=0.16727957, full_loss_num=29135.01562500, mean_dist=5.87969494, lr=0.000100, hard or full='full'
iter 60600:, hard_loss_metric=0.26984027, full_loss_metric=0.15662859, full_loss_num=29022.16992188, mean_dist=6.06449747, lr=0.000100, hard or full='full'
iter 60800:, hard_loss_metric=0.27349100, full_loss_metric=0.17188732, full_loss_num=28954.59179688, mean_dist=6.04437876, lr=0.000100, hard or full='full'
iter 61000:, hard_loss_metric=0.27225634, full_loss_metric=0.16742283, full_loss_num=29058.43945312, mean_dist=6.10246897, lr=0.000100, hard or full='full'
iter 61200:, hard_loss_metric=0.27268088, full_loss_metric=0.16821852, full_loss_num=28801.73828125, mean_dist=6.09214401, lr=0.000100, hard or full='full'
iter 61400:, hard_loss_metric=0.26832294, full_loss_metric=0.16753662, full_loss_num=28746.34765625, mean_dist=5.98035336, lr=0.000100, hard or full='full'
iter 61600:, hard_loss_metric=0.27300730, full_loss_metric=0.16232648, full_loss_num=28882.45507812, mean_dist=6.07531881, lr=0.000100, hard or full='full'
iter 61800:, hard_loss_metric=0.26975179, full_loss_metric=0.16577767, full_loss_num=28348.17187500, mean_dist=6.08303642, lr=0.000100, hard or full='full'
0:17:08.722872
iter 62000:, hard_loss_metric=0.27118030, full_loss_metric=0.16229226, full_loss_num=28646.52929688, mean_dist=6.04522324, lr=0.000100, hard or full='full'
iter 62200:, hard_loss_metric=0.27351293, full_loss_metric=0.15963624, full_loss_num=29156.84960938, mean_dist=5.91191769, lr=0.000100, hard or full='full'
iter 62400:, hard_loss_metric=0.26902294, full_loss_metric=0.15570523, full_loss_num=28643.34570312, mean_dist=6.05232430, lr=0.000100, hard or full='full'
iter 62600:, hard_loss_metric=0.27359694, full_loss_metric=0.16421360, full_loss_num=28411.53515625, mean_dist=6.12156725, lr=0.000100, hard or full='full'
iter 62800:, hard_loss_metric=0.26968658, full_loss_metric=0.15659083, full_loss_num=28508.42187500, mean_dist=6.08751106, lr=0.000100, hard or full='full'
iter 63000:, hard_loss_metric=0.27086058, full_loss_metric=0.17105709, full_loss_num=28874.14257812, mean_dist=6.12236023, lr=0.000100, hard or full='full'
iter 63200:, hard_loss_metric=0.26835051, full_loss_metric=0.15793434, full_loss_num=28710.39453125, mean_dist=6.01170301, lr=0.000100, hard or full='full'
iter 63400:, hard_loss_metric=0.27633280, full_loss_metric=0.17304844, full_loss_num=28477.35742188, mean_dist=6.19583511, lr=0.000100, hard or full='full'
iter 63600:, hard_loss_metric=0.27298194, full_loss_metric=0.16334520, full_loss_num=29107.07812500, mean_dist=6.04381371, lr=0.000100, hard or full='full'
iter 63800:, hard_loss_metric=0.26631969, full_loss_metric=0.15802285, full_loss_num=28836.46093750, mean_dist=5.99383402, lr=0.000100, hard or full='full'
0:17:04.247891
iter 64000:, hard_loss_metric=0.26886541, full_loss_metric=0.15336937, full_loss_num=29017.52343750, mean_dist=6.06412888, lr=0.000100, hard or full='full'
iter 64200:, hard_loss_metric=0.27264169, full_loss_metric=0.15969920, full_loss_num=28506.03906250, mean_dist=6.22699785, lr=0.000100, hard or full='full'
iter 64400:, hard_loss_metric=0.27289933, full_loss_metric=0.16672041, full_loss_num=28746.97070312, mean_dist=6.17696285, lr=0.000100, hard or full='full'
iter 64600:, hard_loss_metric=0.26967153, full_loss_metric=0.16711731, full_loss_num=28469.53906250, mean_dist=6.11427593, lr=0.000100, hard or full='full'
iter 64800:, hard_loss_metric=0.27111268, full_loss_metric=0.15234083, full_loss_num=28690.83007812, mean_dist=6.16383076, lr=0.000100, hard or full='full'
iter 65000:, hard_loss_metric=0.27226233, full_loss_metric=0.16510677, full_loss_num=28559.65234375, mean_dist=6.11219215, lr=0.000100, hard or full='full'
iter 65200:, hard_loss_metric=0.26991612, full_loss_metric=0.15787184, full_loss_num=29096.22460938, mean_dist=6.11164427, lr=0.000100, hard or full='full'
iter 65400:, hard_loss_metric=0.27329677, full_loss_metric=0.16087554, full_loss_num=28110.75000000, mean_dist=6.14148426, lr=0.000100, hard or full='full'
iter 65600:, hard_loss_metric=0.27498350, full_loss_metric=0.16259818, full_loss_num=28081.48437500, mean_dist=6.21061134, lr=0.000100, hard or full='full'
iter 65800:, hard_loss_metric=0.27791291, full_loss_metric=0.16618007, full_loss_num=28485.14453125, mean_dist=6.38873577, lr=0.000100, hard or full='full'
0:17:00.645576
iter 66000:, hard_loss_metric=0.27178204, full_loss_metric=0.15414882, full_loss_num=28063.38476562, mean_dist=6.24517155, lr=0.000100, hard or full='full'
iter 66200:, hard_loss_metric=0.27444956, full_loss_metric=0.16067787, full_loss_num=27947.89453125, mean_dist=6.36280775, lr=0.000100, hard or full='full'
iter 66400:, hard_loss_metric=0.27701569, full_loss_metric=0.16632938, full_loss_num=28292.19531250, mean_dist=6.33307695, lr=0.000100, hard or full='full'
iter 66600:, hard_loss_metric=0.27186531, full_loss_metric=0.16180667, full_loss_num=27471.43945312, mean_dist=6.22288322, lr=0.000100, hard or full='full'
iter 66800:, hard_loss_metric=0.27167195, full_loss_metric=0.15689605, full_loss_num=28410.56054688, mean_dist=6.21692991, lr=0.000100, hard or full='full'
iter 67000:, hard_loss_metric=0.27330908, full_loss_metric=0.15303285, full_loss_num=28434.96093750, mean_dist=6.20192385, lr=0.000100, hard or full='full'
iter 67200:, hard_loss_metric=0.27145341, full_loss_metric=0.15813567, full_loss_num=28362.80273438, mean_dist=6.23939943, lr=0.000100, hard or full='full'
iter 67400:, hard_loss_metric=0.27323654, full_loss_metric=0.16436438, full_loss_num=28466.98046875, mean_dist=6.22569323, lr=0.000100, hard or full='full'
iter 67600:, hard_loss_metric=0.27308059, full_loss_metric=0.15908502, full_loss_num=27929.40039062, mean_dist=6.31082630, lr=0.000100, hard or full='full'
iter 67800:, hard_loss_metric=0.26747647, full_loss_metric=0.14997332, full_loss_num=28260.87695312, mean_dist=6.33723831, lr=0.000100, hard or full='full'
0:17:01.757098
iter 68000:, hard_loss_metric=0.27014717, full_loss_metric=0.15740226, full_loss_num=29143.53710938, mean_dist=6.09551287, lr=0.000100, hard or full='full'
iter 68200:, hard_loss_metric=0.26947910, full_loss_metric=0.15585494, full_loss_num=28683.78515625, mean_dist=6.19900656, lr=0.000100, hard or full='full'
iter 68400:, hard_loss_metric=0.26720765, full_loss_metric=0.16159141, full_loss_num=28782.81835938, mean_dist=6.15042734, lr=0.000100, hard or full='full'
iter 68600:, hard_loss_metric=0.27305230, full_loss_metric=0.15627128, full_loss_num=28242.57421875, mean_dist=6.38020754, lr=0.000100, hard or full='full'
iter 68800:, hard_loss_metric=0.27563438, full_loss_metric=0.16389988, full_loss_num=27973.93945312, mean_dist=6.53885603, lr=0.000100, hard or full='full'
iter 69000:, hard_loss_metric=0.27466455, full_loss_metric=0.15772776, full_loss_num=28655.48046875, mean_dist=6.35031557, lr=0.000100, hard or full='full'
iter 69200:, hard_loss_metric=0.27175304, full_loss_metric=0.15998614, full_loss_num=28657.13281250, mean_dist=6.28651571, lr=0.000100, hard or full='full'
iter 69400:, hard_loss_metric=0.27444914, full_loss_metric=0.15803739, full_loss_num=27768.16406250, mean_dist=6.42828608, lr=0.000100, hard or full='full'
iter 69600:, hard_loss_metric=0.27646151, full_loss_metric=0.15901665, full_loss_num=28233.05468750, mean_dist=6.60056877, lr=0.000100, hard or full='full'
iter 69800:, hard_loss_metric=0.27354831, full_loss_metric=0.15031521, full_loss_num=27886.21093750, mean_dist=6.51387644, lr=0.000100, hard or full='full'
0:17:00.372526
